OBJECTID,ain,ASI_Status,situsaddress,situscity,situszip,LV_IV_Ratio,YearBuiltMax,usecode,usetype,usedescription,Vacant_Use,Publicly_Owned,unitstotal,SupDist2021,Submarket_Area,plng_area,Comm_Name,Plan_Name,Zoning1,PctZngArea1,Zoning2,PctZngArea2,Zoning3,PctZngArea3,LUP1,PctLUPArea1,LUP2,PctLUPArea2,LUP3,PctLUPArea3,SP_LUP1,SP_LUP_Desc1,PctSpLupArea1,SP_LUP2,SP_LUP_Desc2,PctSpLupArea2,SP_LUP3,SP_LUP_Desc3,PctSpLupArea3,Acres,LUP_Units_Total,LUP_MinDens,LUP_MaxDens,Site_Status,Capacity_Inc_Very_Low,Capacity_Inc_Low,Capacity_Inc_Mod,Capacity_Inc_Abv_Mod,Realistic_Capacity,Income_Categories,Consolidation_ID,Lot_Size_Consolidated,Lot_Consolidation_Notes,Consolidation_Adj_APNs,Previous_HE,Shape__Area,Shape__Length
53,7409019013,Nonvacant,23814 VERMONT AVE,HARBOR CITY CA,90710-1601,2.30395466,2000,7100,Institutional,Churches,Non Vacant Use,NO - Privately-Owned,0,2,Coastal South Los Angeles,South Bay Planning Area,WEST CARSON,General Plan 2035,C-2,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.03240543,52,20 du/net ac,50 du/net ac,Available,18,17,0,0,35,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,44971.5791015625,1240.06994225298
54,7452032001,Vacant,Big Canyon Pl & S Walker Ave, ,90732,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,4,Coastal South Los Angeles,South Bay Planning Area,LA RAMBLA,General Plan 2035,C-1,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.69846258,35,20 du/net ac,50 du/net ac,Available,12,12,0,0,24,VL/L,,,,,Not Used in Prior Housing Element,30425.0302734375,888.747755035804
55,7409001049,Nonvacant,1228 SEPULVEDA BLVD,HARBOR CITY CA,90710-1237,0.45107369,1978,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,2,Coastal South Los Angeles,South Bay Planning Area,WEST CARSON,General Plan 2035,C-2,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.56366272,29,20 du/net ac,50 du/net ac,Available,10,10,0,0,20,VL/L,,,,,Not Used in Prior Housing Element,24553.1474609375,938.894848919209
56,8761011017,Nonvacant,1457 NOGALES ST,ROWLAND HEIGHTS CA,91748-2251,1.43923029,1979,1320,Commercial,Department Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,3.19458947,160,20 du/net ac,50 du/net ac,Available,42,42,0,0,84,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,139156.318359375,1493.4964480299
57,8173038060,Vacant,7907 SORENSEN AVE,WHITTIER CA,90606-2418,0,0,100V,Commercial,Commercial,Vacant Use,NO - Privately-Owned,0,4,East Los Angeles / Gateway,Gateway Planning Area,WEST WHITTIER - LOS NIETOS,General Plan 2035,C-3-BE,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.64457649,33,20 du/net ac,50 du/net ac,Available,9,9,0,0,18,VL/L,,,,,Not Used in Prior Housing Element,28077.751953125,677.279560808619
58,7409019014,Nonvacant,820 SEPULVEDA BLVD,HARBOR CITY CA,90710-1605,1.56666755,1979,1830,Commercial,Hotel & Motels,Non Vacant Use,NO - Privately-Owned,0,2,Coastal South Los Angeles,South Bay Planning Area,WEST CARSON,General Plan 2035,C-2,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.30851321,66,20 du/net ac,50 du/net ac,Available,23,22,0,0,45,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,56998.8349609375,1520.42176912142
59,8167014031,Nonvacant,9719 CARMENITA RD,WHITTIER CA,90605-3248,3.09092488,1974,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,C-2-BE,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.61677685,31,20 du/net ac,50 du/net ac,Available,9,8,0,0,17,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,26866.80078125,1061.31805352665
60,8173023024,Nonvacant,11529 WASHINGTON BLVD,WHITTIER CA,90606-3123,0.21520216,1969,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,4,East Los Angeles / Gateway,Gateway Planning Area,WEST WHITTIER - LOS NIETOS,General Plan 2035,C-2-BE,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.06776688,54,20 du/net ac,50 du/net ac,Available,15,14,0,0,29,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,46511.92578125,854.164492907323
61,8169021016,Nonvacant,8536 NORWALK BLVD,WHITTIER CA,90606-3320,1.91673102,1970,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,4,East Los Angeles / Gateway,Gateway Planning Area,WEST WHITTIER - LOS NIETOS,General Plan 2035,C-3-BE,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.50188809,26,20 du/net ac,50 du/net ac,Available,7,7,0,0,14,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,21862.2470703125,714.260321681736
62,2826063026,Nonvacant,24820 PICO CANYON RD,NEWHALL CA,91381-1700,1.65746932,1994,2120,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,0.78048344,40,18 du/net ac,50 du/net ac,Available,14,13,0,0,27,VL/L,,,,,Not Used in Prior Housing Element,33997.8603515625,779.226553291476
63,8167014030,Nonvacant,9727 CARMENITA RD,WHITTIER CA,90605-3248,2.50015153,1972,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,C-2-BE,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.53179133,27,20 du/net ac,50 du/net ac,Available,8,7,0,0,15,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,23164.833984375,721.837256831842
64,8209020027,Nonvacant,1629 S AZUSA AVE,HACIENDA HEIGHTS CA,91745-3832,2.27272846,1977,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,HACIENDA HEIGHTS,Hacienda Heights Community Plan,C-2-BE,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,8.71897137,262,18 du/net ac,30 du/net ac,Available,69,68,0,0,137,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,379798.39453125,5163.41657911384
65,8761011013,Nonvacant,Daisetta St & S Nogales St, ,91748,0.33999939,0,6600,Recreational,Golf Courses,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,8.129027,407,20 du/net ac,50 du/net ac,Available,106,106,0,0,212,VL/L,,,,,Not Used in Prior Housing Element,354100.41796875,2778.73409528092
66,8276006022,Nonvacant,19208 COLIMA RD,ROWLAND HEIGHTS CA,91748-3004,0.690909,1974,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-1,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.50306648,26,20 du/net ac,50 du/net ac,Available,7,7,0,0,14,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,21913.576171875,582.677876574651
67,6086009009,Nonvacant,12600 S MAIN ST,LOS ANGELES CA,90061-2327,0.37115027,1947,2600,Commercial,"Auto, Recreation EQPT, Construction EQPT, Sales & Service",Non Vacant Use,NO - Privately-Owned,0,2,South Los Angeles,Metro Planning Area,W RANCHO DOMINGUEZ - VICTORIA,General Plan 2035,C-2,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.50252479,26,20 du/net ac,50 du/net ac,Available,7,7,0,0,14,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,21889.98046875,586.620609473235
68,8253001007,Nonvacant,2010 BATSON AVE   BLD A,ROWLAND HEIGHTS CA,91748-3544,0.93140245,1979,0501,Residential,Five or more apartments,Non Vacant Use,NO - Privately-Owned,175,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,R-3,100,,0,,0,U5,100,,0,,0,,,0,,,0,,,0,6.09314591,305,22.1 du/gross ac,35 du/gross ac,Available,42,42,0,0,84,VL/L,,,,,Not Used in Prior Housing Element,265417.4375,2568.19967745826
69,8761012007,Nonvacant,18837 COLIMA RD,LA PUENTE CA,91748-2940,0.81100019,1971,2600,Commercial,"Auto, Recreation EQPT, Construction EQPT, Sales & Service",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-2-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.77525372,39,20 du/net ac,50 du/net ac,Available,11,10,0,0,21,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,33770.052734375,743.365999373849
70,8295012158,Nonvacant,17100 COLIMA RD,HACIENDA HEIGHTS CA,91745-6768,0.44660177,1986,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,HACIENDA HEIGHTS,Hacienda Heights Community Plan,C-2,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,5.19429165,156,18 du/net ac,30 du/net ac,Available,41,41,0,0,82,VL/L,,,,,Not Used in Prior Housing Element,226263.342773438,3081.01550107774
71,2826085008,Nonvacant,24949 PICO CANYON RD,STEVENSON RANCH CA,91381-1708,2.05607437,1999,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3-DP,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,0.63069,32,18 du/net ac,50 du/net ac,Available,11,11,0,0,22,VL/L,,,,,Not Used in Prior Housing Element,27472.8564453125,787.016369139985
72,8270023025,Nonvacant,1940 FULLERTON RD,ROWLAND HEIGHTS CA,91748-3327,0.4234607,1974,0501,Residential,Five or more apartments,Non Vacant Use,NO - Privately-Owned,126,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,R-3,100,,0,,0,U5,100,,0,,0,,,0,,,0,,,0,4.26697167,214,22.1 du/gross ac,35 du/gross ac,Available,29,28,0,0,57,VL/L,,,,,Not Used in Prior Housing Element,185869.286132813,1781.77427449646
73,2826085131,Nonvacant,24955 PICO CANYON RD,STEVENSON RANCH CA,91381-1708,0.75374252,1999,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3-DP,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,2.93529786,147,18 du/net ac,50 du/net ac,Available,49,49,0,0,98,VL/L,,,,,Not Used in Prior Housing Element,127861.57421875,1726.32672441786
74,8226022042,Nonvacant,10701 LA MIRADA BLVD,WHITTIER CA,90604-1522,4.666707,1966,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,4,East Los Angeles / Gateway,Gateway Planning Area,SOUTH WHITTIER - SUNSHINE ACRES,General Plan 2035,C-2-BE,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.61306152,81,20 du/net ac,50 du/net ac,Available,22,21,0,0,43,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,70264.958984375,1247.41890279709
75,8270017024,Nonvacant,18250 COLIMA RD,ROWLAND HEIGHTS CA,91748-2602,0.50209173,2002,1700,Commercial,Office Buildings,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.54875123,28,20 du/net ac,50 du/net ac,Available,8,7,0,0,15,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,23903.6015625,607.288690880375
76,4019012009,Nonvacant,4508 W SLAUSON AVE,LOS ANGELES CA,90043-2720,7.405459,1958,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,2,Coastal South Los Angeles,Westside Planning Area,LADERA HEIGHTS / VIEWPARK - WINDSOR HILLS,General Plan 2035,C-2,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.97661334,49,20 du/net ac,50 du/net ac,Available,17,16,0,0,33,VL/L,,,,,Not Used in Prior Housing Element,42541.27734375,945.517989947999
77,8761015014,Nonvacant,19153 COLIMA RD,ROWLAND HEIGHTS CA,91748-3003,3.03479025,1976,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-1,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.9327585,47,20 du/net ac,50 du/net ac,Available,13,12,0,0,25,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,40630.9609375,835.856221439453
78,2826096004,Nonvacant,25660 THE OLD RD,VALENCIA CA,91381-1707,1.41472182,1997,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3-DP,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,0.64683379,33,18 du/net ac,50 du/net ac,Available,12,11,0,0,23,VL/L,,,,,Not Used in Prior Housing Element,28176.0810546875,680.128883886084
79,8253001006,Nonvacant,1920 BATSON AVE,ROWLAND HTS CA,91748-3461,0.93981862,1977,0501,Residential,Five or more apartments,Non Vacant Use,NO - Privately-Owned,163,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,R-3,100,,0,,0,U5,100,,0,,0,,,0,,,0,,,0,5.78066349,290,22.1 du/gross ac,35 du/gross ac,Available,41,41,0,0,82,VL/L,,,,,Not Used in Prior Housing Element,251805.704101563,2312.8333580962
80,8761011014,Nonvacant,18958 DAISETTA ST,ROWLAND HEIGHTS CA,91748-2277,0.32494991,2009,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.71169049,36,20 du/net ac,50 du/net ac,Available,10,9,0,0,19,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,31001.23828125,859.226179110756
81,8253002015,Nonvacant,1788 SIERRA LEONE AVE,ROWLAND HEIGHTS CA,91748-5886,0.9552733,2007,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.57895537,29,20 du/net ac,50 du/net ac,Available,8,8,0,0,16,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,25219.296875,687.645457429394
82,8761011008,Nonvacant,1425 NOGALES ST,ROWLAND HEIGHTS CA,91748-2254,0.35372351,1973,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.8253971,42,20 du/net ac,50 du/net ac,Available,11,11,0,0,22,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,35954.296875,763.048897004045
83,2826085011,Nonvacant,24917 PICO CANYON RD,STEVENSON RANCH CA,91381-1708,1.22500002,1996,1101,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3-DP,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,2.00486613,101,18 du/net ac,50 du/net ac,Available,34,34,0,0,68,VL/L,,,,,Not Used in Prior Housing Element,87331.96875,1714.24187929307
84,8209020026,Nonvacant,17175 COLIMA RD,HACIENDA HEIGHTS CA,91745-6701,2.31628508,1997,2501,Commercial,Service Stations,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,HACIENDA HEIGHTS,Hacienda Heights Community Plan,C-2-BE,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.87091019,27,18 du/net ac,30 du/net ac,Available,8,7,0,0,15,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,37936.849609375,773.787208244689
85,2826085012,Nonvacant,24909 PICO CANYON RD,STEVENSON RANCH CA,91381-1708,3.53783277,1996,2101,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3-DP,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,0.6397809,32,18 du/net ac,50 du/net ac,Available,11,11,0,0,22,VL/L,,,,,Not Used in Prior Housing Element,27868.8564453125,697.02244263419
86,2826021011,Nonvacant,25341 CHIQUELLA LN,NEWHALL CA,91381-2210,2.04623723,1968,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,0.85389968,43,18 du/net ac,50 du/net ac,Available,15,14,0,0,29,VL/L,,,,,Not Used in Prior Housing Element,37195.8720703125,834.275302040058
87,2826063028,Nonvacant,24840 PICO CANYON RD,NEWHALL CA,91381-1700,2.67692967,1994,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,1.61438922,81,18 du/net ac,50 du/net ac,Available,28,27,0,0,55,VL/L,,,,,Not Used in Prior Housing Element,70322.7939453125,1079.21005931335
88,8761011019,Nonvacant,18970 LABIN CT,ROWLAND HEIGHTS CA,91748-2260,0.28523995,1981,1830,Commercial,Hotel & Motels,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,1.61637808,81,20 du/net ac,50 du/net ac,Available,22,21,0,0,43,VL/L,,,,,Not Used in Prior Housing Element,70409.427734375,1173.55601657103
89,8761012006,Nonvacant,1501 NOGALES ST,ROWLAND HEIGHTS CA,91748-2256,0.07380869,1980,2300,Commercial,Banks Savings & Loan,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-3-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,1.19839795,60,20 du/net ac,50 du/net ac,Available,16,16,0,0,32,VL/L,,,,,Not Used in Prior Housing Element,52202.216796875,940.003867522371
90,8272017024,Nonvacant,1724 NOGALES ST,LA PUENTE CA,91748-2943,0.52730436,1970,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-2-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.51459568,26,20 du/net ac,50 du/net ac,Available,7,7,0,0,14,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,22415.7890625,835.196728412754
91,8262007077,Nonvacant,519 N AZUSA AVE,LA PUENTE CA,91744-4207,3.31991073,1983,1800,Commercial,Hotel & Motels,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,VALINDA,General Plan 2035,C-1,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.03954495,52,20 du/net ac,50 du/net ac,Available,14,14,0,0,28,VL/L,,,,,Not Used in Prior Housing Element,45282.578125,1433.85661837956
92,5379006039,Nonvacant,7215 ROSEMEAD BLVD,SAN GABRIEL CA,91775-1315,0.48979974,2009,2100,Commercial,"Restaurants, Cocktail Lounges",Non Vacant Use,NO - Privately-Owned,0,5,San Gabriel Valley,West San Gabriel Valley Planning Area,EAST PASADENA - EAST SAN GABRIEL,General Plan 2035,C-2-DP,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.29115707,65,20 du/net ac,50 du/net ac,Available,22,22,0,0,44,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,56242.80078125,1213.61255093647
93,8218022011,Nonvacant,1229 S HACIENDA BLVD,LA PUENTE CA,91745-2232,1.41614064,1964,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,HACIENDA HEIGHTS,Hacienda Heights Community Plan,C-2-BE,81.41,C-2,18.59,,0,CG,100,,0,,0,,,0,,,0,,,0,1.02664223,31,18 du/net ac,30 du/net ac,Available,9,8,0,0,17,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,44720.5361328125,992.143393846523
94,8272017033,Nonvacant,1734 NOGALES ST,LA PUENTE CA,91748-2943,0.45259086,1968,1500,Commercial,"Shopping Centers (Neighborhood, community)",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-2-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,1.59456145,80,20 du/net ac,50 du/net ac,Available,21,21,0,0,42,VL/L,,,,,Not Used in Prior Housing Element,69459.0966796875,1229.0770543517
95,8270017020,Nonvacant,18156 COLIMA RD,ROWLAND HEIGHTS CA,91748-2601,1.26611133,1976,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-2-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.61218989,31,20 du/net ac,50 du/net ac,Available,9,8,0,0,17,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,26666.9912109375,655.276246371191
96,6028032027,Nonvacant,8320 COMPTON AVE,LOS ANGELES CA,90001-3918,1.45454545,2007,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,C-3,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,0.53380248,27,20 du/net ac,50 du/net ac,Available,8,7,0,0,15,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,23252.431640625,610.058477378551
97,8218004013,Nonvacant,15731 GALE AVE,LA PUENTE CA,91745-1519,22.00466067,1960,1100,Commercial,Stores,Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,HACIENDA HEIGHTS,Hacienda Heights Community Plan,C-2,100,,0,,0,CG,100,,0,,0,,,0,,,0,,,0,1.96600915,59,18 du/net ac,30 du/net ac,Available,16,15,0,0,31,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,85639.359375,1295.71761229143
98,2826095008,Nonvacant,25850 THE OLD RD,VALENCIA CA,91381-1710,0.72768613,1997,1400,Commercial,Supermarkets,Non Vacant Use,NO - Privately-Owned,0,5,Santa Clarita Valley,Santa Clarita Valley Planning Area,SANTA CLARITA VALLEY,Santa Clarita Valley Area Plan,C-3-DP,100,,0,,0,CM,100,,0,,0,,,0,,,0,,,0,1.52285728,77,18 du/net ac,50 du/net ac,Available,26,26,0,0,52,VL/L,,,,,Not Used in Prior Housing Element,66335.6630859375,1175.48604340173
99,8272016038,Nonvacant,18934 COLIMA RD,ROWLAND HEIGHTS CA,91748-2941,0.56241587,1968,2400,Commercial,"Srvc Shps:Radio, TV, Refrig, Pnt Shp",Non Vacant Use,NO - Privately-Owned,0,1,East Los Angeles / Gateway,East San Gabriel Valley Planning Area,ROWLAND HEIGHTS,Rowland Heights Community Plan,C-2-BE,100,,0,,0,C,100,,0,,0,,,0,,,0,,,0,0.56800362,29,20 du/net ac,50 du/net ac,Available,8,8,0,0,16,VL/L,,,,,Used in Prior Housing Element - Non-Vacant,24742.2392578125,633.882213644185
100,5388022055,Nonvacant,4929 ROSEMEAD BLVD,SAN GABRIEL CA,91776-2202,0.54053866,1960,0501,Residential,Five or more apartments,Non Vacant Use,NO - Privately-Owned,36,1,San Gabriel Valley,West San Gabriel Valley Planning Area,EAST PASADENA - EAST SAN GABRIEL,General Plan 2035,R-3,100,,0,,0,H30,100,,0,,0,,,0,,,0,,,0,1.06617709,32,20 du/net ac,30 du/net ac,Available,2,2,0,0,4,VL/L,,,,,Not Used in Prior Housing Element,46442.673828125,888.348486962017
